filename,filesize,encoding,header
books_large_p2_1.txt,40000000,,
books_large_p2_2.txt,40000000,,
books_large_p2_3.txt,40000000,,
books_large_p2_4.txt,40000000,,
books_large_p2_5.txt,40000000,,
books_large_p2_6.txt,40000000,,
books_large_p2_7.txt,40000000,,
books_large_p2_8.txt,40000000,,
books_large_p2_9.txt,40000000,,
books_large_p2_10.txt,40000000,,
books_large_p2_11.txt,40000000,,
books_large_p2_12.txt,40000000,,
books_large_p2_13.txt,40000000,,
books_large_p2_14.txt,40000000,,
books_large_p2_15.txt,40000000,,
books_large_p2_16.txt,40000000,,
books_large_p2_17.txt,40000000,,
books_large_p2_18.txt,40000000,,
books_large_p2_19.txt,40000000,,
books_large_p2_20.txt,40000000,,
books_large_p2_21.txt,40000000,,
books_large_p2_22.txt,40000000,,
books_large_p2_23.txt,40000000,,
books_large_p2_24.txt,40000000,,
books_large_p2_25.txt,40000000,,
books_large_p2_26.txt,40000000,,
books_large_p2_27.txt,40000000,,
books_large_p2_28.txt,40000000,,
books_large_p2_29.txt,40000000,,
books_large_p2_30.txt,40000000,,
books_large_p2_31.txt,40000000,,
books_large_p2_32.txt,40000000,,
books_large_p2_33.txt,40000000,,
books_large_p2_34.txt,40000000,,
books_large_p2_35.txt,40000000,,
books_large_p2_36.txt,40000000,,
books_large_p2_37.txt,40000000,,
books_large_p2_38.txt,40000000,,
books_large_p2_39.txt,40000000,,
books_large_p2_40.txt,40000000,,
books_large_p2_41.txt,40000000,,
books_large_p2_42.txt,40000000,,
books_large_p2_43.txt,40000000,,
books_large_p2_44.txt,40000000,,
books_large_p2_45.txt,40000000,,
books_large_p2_46.txt,40000000,,
books_large_p2_47.txt,40000000,,
books_large_p2_48.txt,40000000,,
books_large_p2_49.txt,40000000,,
books_large_p2_50.txt,40000000,,
books_large_p2_51.txt,40000000,,
books_large_p2_52.txt,40000000,,
books_large_p2_53.txt,16527714,,
